sep=;
1.34185;1.21512;13.7291;14.5755;0.353173;0.303341;1.09113;0.142073;18.4689;22.5612
0.00408291;1;0;1.90188;0;0.943499;0;0.582202;0;179.869
name;Surface Area;Compactness;Bounding Box Volume;Diameter;Eccentricity;D1-1;D1-2;D1-3;D1-4;D1-5;D1-6;D1-7;D1-8;D1-9;D1-10;D1-11;D1-12;D1-13;D1-14;D2-1;D2-2;D2-3;D2-4;D2-5;D2-6;D2-7;D2-8;D2-9;D2-10;D2-11;D2-12;D2-13;D2-14;D3-1;D3-2;D3-3;D3-4;D3-5;D3-6;D3-7;D3-8;D3-9;D3-10;D3-11;D3-12;D3-13;D3-14;D4-1;D4-2;D4-3;D4-4;D4-5;D4-6;D4-7;D4-8;D4-9;D4-10;D4-11;D4-12;D4-13;D4-14;A3-1;A3-2;A3-3;A3-4;A3-5;A3-6;A3-7;A3-8;A3-9;A3-10;A3-11;A3-12;A3-13;A3-14
Hand/189.off;0.106837;-0.0649463;0.352055;0.0453741;-0.363356;0.00498132;0.0591532;0.131071;0.250934;0.204857;0.174658;0.122976;0.0330012;0.0118306;0.00653798;0;0;0;0;0.0487475;0.16235;0.238352;0.257033;0.193151;0.077489;0.0192947;0.00355406;2.80083e-05;0;0;0;0;0;0.0147416;0.119629;0.249252;0.276046;0.203566;0.100349;0.0298765;0.00580441;0.000726454;9.28705e-06;0;0;0;0;0.033971;0.181456;0.293505;0.258461;0.150866;0.0620914;0.0165409;0.00278957;0.000315984;3.25757e-06;0;0;0;0;0.0644151;0.130079;0.151379;0.146831;0.128657;0.10377;0.0816328;0.0606012;0.0457377;0.0335069;0.02382;0.016706;0.00955689;0.00330736;
Hand/190.off;-0.173978;-0.0444416;-0.203539;-0.252239;-0.0669136;0.0221333;0.126133;0.2012;0.253067;0.201067;0.1104;0.0428;0.0278667;0.0153333;0;0;0;0;0;0.0865423;0.239989;0.278847;0.213956;0.114073;0.049179;0.0158653;0.00154822;0;0;0;0;0;0;0.0380892;0.243345;0.32774;0.236028;0.115959;0.0345408;0.00415983;0.000139211;0;0;0;0;0;0;0.0789134;0.350828;0.378604;0.160637;0.0293715;0.00164385;2.16724e-06;0;0;0;0;0;0;0;0.0900383;0.149888;0.140491;0.122623;0.102865;0.0869113;0.0724818;0.0600781;0.0492797;0.039938;0.0332511;0.0267796;0.0184287;0.00694672;
Human/1.off;-0.326533;0.00751238;-0.474471;-0.30242;0.913458;0.0524862;0.124522;0.239694;0.18487;0.137484;0.103485;0.0594985;0.09796;0;0;0;0;0;0;0.13352;0.275953;0.223997;0.150253;0.104357;0.0660669;0.037847;0.00800569;0;0;0;0;0;0;0.0815898;0.351247;0.353026;0.176666;0.036266;0.00120467;0;0;0;0;0;0;0;0;0.157726;0.532053;0.284641;0.025453;0.00012681;0;0;0;0;0;0;0;0;0;0.175471;0.173216;0.118104;0.0820532;0.0602768;0.0515431;0.0491096;0.0446954;0.0439901;0.047997;0.049818;0.048327;0.0389097;0.0164888;
Human/10.off;-0.328909;-0.0591235;-0.41089;-0.287783;0.970079;0.0389146;0.166597;0.13252;0.252419;0.103807;0.102756;0.15082;0.0521666;0;0;0;0;0;0;0.1196;0.256183;0.218871;0.175572;0.112153;0.0700398;0.0414234;0.00615751;0;0;0;0;0;0;0.0684392;0.321095;0.337366;0.191736;0.0688917;0.01241;6.288e-05;0;0;0;0;0;0;0;0.131802;0.471578;0.33288;0.0622862;0.00145285;0;0;0;0;0;0;0;0;0;0.167526;0.179947;0.124681;0.0887456;0.0703862;0.0593974;0.0523527;0.0469403;0.0430818;0.0413402;0.0418145;0.0388139;0.0321281;0.0128448;
Human/2.off;-0.296541;-0.167796;-0.408079;-0.287349;0.495642;0.0195922;0.186925;0.17573;0.266693;0.119352;0.0781687;0.102559;0.0509796;0;0;0;0;0;0;0.108679;0.281748;0.25142;0.15995;0.112027;0.0590546;0.0237445;0.00337678;0;0;0;0;0;0;0.0594137;0.315511;0.351644;0.202477;0.0626016;0.00832832;2.47437e-05;0;0;0;0;0;0;0;0.113347;0.436995;0.369889;0.0778699;0.00189913;0;0;0;0;0;0;0;0;0;0.135903;0.174511;0.125855;0.0968831;0.0787732;0.0674959;0.0588673;0.0518027;0.0480137;0.0452722;0.0424297;0.0369745;0.0273881;0.0098308;
Human/3.off;-0.30634;-0.097932;-0.307987;-0.2528;-0.0764704;0.0290729;0.137564;0.227619;0.279383;0.187733;0.0381138;0.0294274;0.0258819;0.0393547;0.00585003;0;0;0;0;0.159176;0.255069;0.243422;0.182887;0.0773081;0.0496804;0.0309092;0.00154826;0;0;0;0;0;0;0.113546;0.327445;0.305204;0.178811;0.067396;0.0072487;0.000349646;0;0;0;0;0;0;0;0.167514;0.417547;0.293003;0.0983043;0.0221945;0.00143585;0;0;0;0;0;0;0;0;0.144912;0.145562;0.13269;0.0956198;0.0793756;0.0644248;0.0574568;0.0541224;0.0551094;0.0543875;0.046484;0.0358052;0.0257019;0.00834794;
Human/4.off;-0.301591;-0.0955803;-0.330756;-0.241099;-0.0295714;0.0329457;0.143763;0.295631;0.248062;0.135835;0.0362932;0.0345314;0.0306554;0.023432;0.0188513;0;0;0;0;0.158838;0.272586;0.255632;0.132785;0.0879404;0.0623976;0.0279272;0.00189535;0;0;0;0;0;0;0.115447;0.32451;0.312858;0.178279;0.0551346;0.0114774;0.00205868;0.00023516;0;0;0;0;0;0;0.158429;0.425451;0.301874;0.0984587;0.0147344;0.00104479;8.67048e-06;0;0;0;0;0;0;0;0.128927;0.153398;0.130937;0.105668;0.0838126;0.0697646;0.0617553;0.0566498;0.053481;0.050608;0.0428112;0.0340326;0.0211602;0.00699461;
Human/5.off;-0.26664;-0.202879;-0.372433;-0.299448;0.30452;0.00279944;0.213357;0.140772;0.274345;0.140772;0.0929814;0.128374;0.00659868;0;0;0;0;0;0;0.101742;0.268727;0.273276;0.186658;0.0998923;0.0456553;0.0213763;0.00267354;0;0;0;0;0;0;0.0514501;0.28581;0.378324;0.207691;0.0640401;0.0126374;4.7447e-05;0;0;0;0;0;0;0;0.0964977;0.407035;0.388973;0.103807;0.00368681;0;0;0;0;0;0;0;0;0;0.122365;0.167353;0.133936;0.104533;0.0839788;0.0679149;0.0581451;0.0521674;0.0491126;0.0463485;0.0434514;0.036853;0.0256636;0.00817787;
Human/6.off;-0.282868;-0.106853;-0.476166;-0.284022;0.386935;0.02499;0.240904;0.220312;0.146541;0.123551;0.12515;0.0427829;0.0757697;0;0;0;0;0;0;0.13755;0.306045;0.214587;0.156868;0.0939727;0.0565891;0.0290792;0.00530794;0;0;0;0;0;0;0.0742083;0.383745;0.39301;0.139645;0.00939139;0;0;0;0;0;0;0;0;0;0.145218;0.518757;0.307026;0.0289622;3.68503e-05;0;0;0;0;0;0;0;0;0;0.163604;0.194619;0.120483;0.0805127;0.0627033;0.0533189;0.0481729;0.0459924;0.0454302;0.0461987;0.0481327;0.0458789;0.0336167;0.0113359;
Human/7.off;-0.303789;-0.139689;-0.481818;-0.307067;0.435815;0.02322;0.244047;0.262647;0.149982;0.0956048;0.100344;0.0831655;0.0409904;0;0;0;0;0;0;0.142046;0.315321;0.235895;0.149243;0.0893766;0.0434312;0.0207505;0.00393747;0;0;0;0;0;0;0.0765694;0.392129;0.393018;0.129483;0.00880099;0;0;0;0;0;0;0;0;0;0.158454;0.549084;0.278797;0.0136631;2.16703e-06;0;0;0;0;0;0;0;0;0;0.163187;0.191198;0.12402;0.0837505;0.061552;0.051092;0.0466115;0.0454929;0.0448568;0.0467135;0.0495785;0.047494;0.0329544;0.0115003;
Human/8.off;-0.350526;-0.0248679;-0.399046;-0.306169;0.348796;0.0731707;0.126949;0.179728;0.244502;0.134546;0.109956;0.0865654;0.0445822;0;0;0;0;0;0;0.134398;0.286831;0.230977;0.160363;0.103767;0.0588024;0.0220553;0.00280654;0;0;0;0;0;0;0.0747118;0.341059;0.367941;0.177936;0.0356609;0.00269071;0;0;0;0;0;0;0;0;0.148795;0.493191;0.306666;0.0506844;0.000664518;0;0;0;0;0;0;0;0;0;0.167486;0.174266;0.122676;0.0859091;0.0655847;0.0538174;0.0483757;0.046174;0.0466721;0.0493925;0.0483953;0.0443807;0.0333539;0.0135162;
Human/9.off;-0.356052;-0.0482192;-0.405262;-0.304665;0.240264;0.0761652;0.178856;0.199697;0.212959;0.134142;0.10269;0.0647973;0.0306934;0;0;0;0;0;0;0.149475;0.310161;0.228477;0.153142;0.0944151;0.0475232;0.0153185;0.00148754;0;0;0;0;0;0;0.0930428;0.416893;0.359836;0.117378;0.0123248;0.000526172;0;0;0;0;0;0;0;0;0.166015;0.529048;0.269147;0.0353105;0.000479499;0;0;0;0;0;0;0;0;0;0.159536;0.187108;0.123376;0.0846446;0.064455;0.0531864;0.0488131;0.0464046;0.0454593;0.0467379;0.0475913;0.0448815;0.0342929;0.013513;
Mech/321.off;0.943676;-0.396671;1.10494;0.675192;-0.378449;0;0;0;0;0.00111408;0.225267;0.333556;0.295677;0.129011;0.0153743;0;0;0;0;0.0172707;0.0568422;0.0980601;0.13502;0.170016;0.232522;0.183613;0.0927249;0.013804;0.000127027;0;0;0;0;0.00338595;0.024543;0.0613472;0.110358;0.162955;0.205689;0.212555;0.160402;0.0541989;0.00447061;9.48561e-05;0;0;0;0.00971568;0.0377191;0.0879658;0.138752;0.177153;0.192162;0.171545;0.119769;0.0537273;0.0108658;0.000618951;6.50386e-06;0;0;0.0392777;0.0966992;0.136741;0.159382;0.15464;0.134605;0.104845;0.0751899;0.0460862;0.0261281;0.0144822;0.00727052;0.00336554;0.00128722;
Mech/322.off;0.940291;-0.397385;1.18126;0.67523;-0.378415;0;0;0;0;0.000668747;0.223362;0.33259;0.298707;0.129068;0.0156041;0;0;0;0;0.017299;0.056701;0.0999699;0.137024;0.170999;0.231249;0.180835;0.0915;0.0142333;0.000189043;0;0;0;0;0.00341705;0.0246135;0.0630003;0.112781;0.162576;0.200233;0.210846;0.166081;0.052383;0.00398844;7.83868e-05;0;0;0;0.0106489;0.0381015;0.0876455;0.139097;0.177187;0.189926;0.171405;0.119452;0.054851;0.0110728;0.000603771;9.75573e-06;0;0;0.039458;0.0961296;0.135043;0.156924;0.154688;0.134232;0.104773;0.0753036;0.0475274;0.0278257;0.015226;0.00787963;0.00358653;0.00140387;
Mech/323.off;0.936884;-0.398108;0.982116;0.675191;-0.378366;0;0;0;0;0;0.223781;0.33556;0.29548;0.129815;0.0153641;0;0;0;0;0.017355;0.0567672;0.098979;0.133806;0.168611;0.229671;0.184308;0.0961733;0.0142033;0.000126029;0;0;0;0;0.00353004;0.0253888;0.0640223;0.113831;0.166797;0.206522;0.212868;0.155552;0.0480335;0.00335678;0.000100033;0;0;0;0.00966155;0.0396476;0.0911549;0.14134;0.17899;0.191064;0.168224;0.11574;0.052832;0.0107107;0.00063253;3.25487e-06;0;0;0.0396585;0.098524;0.137186;0.158778;0.155432;0.134095;0.105076;0.0740177;0.0454651;0.0261107;0.0143892;0.00701312;0.00312553;0.00112812;
Mech/328.off;0.930309;-0.399791;0.675493;0.675184;-0.378198;0;0;0;0;0;0.199246;0.367686;0.287012;0.136082;0.0099734;0;0;0;0;0.0173051;0.0565702;0.0985191;0.135637;0.16883;0.229839;0.185191;0.094073;0.0139263;0.000109026;0;0;0;0;0.00353497;0.0245024;0.0613917;0.10954;0.16098;0.201986;0.21402;0.165026;0.054658;0.00425578;0.000105183;0;0;0;0.0100287;0.0376831;0.0873016;0.136586;0.175409;0.1877;0.170564;0.120274;0.0587225;0.0145362;0.00117837;1.62609e-05;0;0;0.0405656;0.0956282;0.135303;0.159622;0.157889;0.134286;0.104012;0.0745482;0.0457956;0.0261118;0.014011;0.0074188;0.0034478;0.00136116;
Mech/329.off;0.939635;-0.397903;1.22081;0.675182;-0.378504;0;0;0;0;0;0.206218;0.355401;0.28875;0.137329;0.0123015;0;0;0;0;0.0172943;0.0569218;0.0984586;0.136115;0.171241;0.230598;0.181828;0.0936597;0.0137756;0.00010802;0;0;0;0;0.00341599;0.0244471;0.0618034;0.111601;0.161226;0.200724;0.212244;0.164113;0.0555519;0.00474197;0.000131979;0;0;0;0.0095831;0.0374693;0.0873072;0.138916;0.177724;0.190513;0.170514;0.120044;0.0551207;0.012;0.000802386;7.59014e-06;0;0;0.0408311;0.097099;0.136213;0.157444;0.156712;0.134442;0.104014;0.0747663;0.0464019;0.0263401;0.013994;0.00709703;0.00338249;0.00126224;
Mech/330.off;0.941583;-0.397426;0.408314;0.675189;-0.37836;0;0;0;0;0.000444543;0.215381;0.346299;0.291176;0.133363;0.0133363;0;0;0;0;0.0169906;0.0561377;0.0994298;0.137939;0.171606;0.231727;0.180656;0.091133;0.014239;0.00014203;0;0;0;0;0.00350671;0.0241746;0.0620243;0.111048;0.161371;0.20234;0.212443;0.166192;0.0536258;0.00323339;4.0224e-05;0;0;0;0.00818128;0.0371946;0.0867734;0.13836;0.175928;0.190125;0.172688;0.121817;0.056289;0.011957;0.000682948;3.25213e-06;0;0;0.0401899;0.0952466;0.132868;0.157876;0.155622;0.133897;0.105452;0.0759908;0.0472834;0.0276686;0.0151185;0.00785685;0.00356585;0.00136363;
Mech/334.off;2.57403;-0.388721;2.0574;3.11578;-0.36089;0;0;0;0;0;0.00226697;0.0392052;0.162155;0.139352;0.205627;0.19976;0.127617;0.092279;0.0317376;0.00830213;0.0268166;0.0471214;0.0673142;0.08839;0.115291;0.130789;0.141195;0.131714;0.118013;0.0783297;0.0307252;0.0129408;0.00305842;0.00114842;0.00794204;0.0227612;0.0427781;0.067663;0.0947519;0.118916;0.140816;0.154486;0.148552;0.108111;0.0586468;0.0257879;0.00763792;0.00568282;0.0145911;0.0366116;0.0633171;0.0906769;0.114238;0.131772;0.138769;0.133311;0.115028;0.0845932;0.0494443;0.0185696;0.0033956;0.0421577;0.100483;0.139547;0.154366;0.148785;0.126253;0.100539;0.0759148;0.050214;0.0307449;0.0170249;0.00868204;0.00403588;0.00125355;
Mech/335.off;2.63494;-0.395439;2.20709;2.7323;-0.377063;0;0;0;0;0;0;0;0.0844225;0.203388;0.247666;0.211923;0.178047;0.0597493;0.0148039;0.00802411;0.0259816;0.0464994;0.0669262;0.0865839;0.100834;0.119101;0.135831;0.170893;0.121021;0.079399;0.0335296;0.00523272;0.00014402;0.00125871;0.00817391;0.0224064;0.0406242;0.0631192;0.0886616;0.1137;0.133662;0.147193;0.146421;0.125559;0.0775187;0.0265681;0.00513382;0.00427323;0.0136323;0.0341912;0.0598978;0.0868037;0.111523;0.128273;0.134961;0.13082;0.114994;0.0885134;0.0561793;0.0267521;0.00918679;0.0401272;0.0966153;0.134757;0.160068;0.157982;0.133933;0.103174;0.0742003;0.0458011;0.0266086;0.014297;0.0075562;0.00362038;0.00125971;
Mech/336.off;1.22884;-0.401975;1.11259;1.81847;-0.367674;0;0;0;0;0;0.0455308;0.0759706;0.307881;0.34851;0.135173;0.0255385;0.0181865;0.0181865;0.0250226;0.0223829;0.0480261;0.0630461;0.0898445;0.110134;0.153885;0.193382;0.146142;0.112907;0.0362246;0.0187344;0.00529168;0;0;0.00395517;0.0256395;0.0539496;0.0842835;0.110356;0.128394;0.144794;0.156747;0.162721;0.095017;0.0245693;0.00815368;0.00138988;3.0932e-05;0.00688235;0.0359213;0.0756246;0.109703;0.13174;0.143965;0.141779;0.126118;0.102579;0.0765956;0.0370364;0.0106741;0.00138276;0;0.0569976;0.090613;0.123942;0.161436;0.151427;0.123788;0.0996844;0.0789787;0.0461839;0.028174;0.0186851;0.0121993;0.00591255;0.00197841;
Mech/339.off;2.73939;-0.366323;2.24387;2.91995;-0.370909;0;0;0;0.0086185;0.0160963;0.0193916;0.0201521;0.115589;0.186058;0.212041;0.17706;0.124588;0.0662864;0.0541191;0.00769702;0.0258404;0.0491645;0.0719996;0.0924753;0.111291;0.138065;0.152371;0.140547;0.100332;0.0623463;0.0334895;0.0133798;0.00100113;0.00111542;0.00816978;0.023097;0.0448797;0.0711848;0.100182;0.125761;0.145652;0.153517;0.140811;0.104954;0.0553463;0.0194673;0.00586369;0.00396586;0.0147043;0.0374541;0.0647234;0.0921551;0.115583;0.130964;0.136812;0.130716;0.111118;0.08206;0.0497103;0.0220305;0.00800322;0.0418416;0.0992384;0.136147;0.160344;0.153298;0.128558;0.100221;0.0721684;0.0467201;0.0285999;0.0168789;0.00965703;0.00473109;0.00159696;
Octopus/121.off;-0.313641;-0.107414;-0.265014;-0.308681;-0.260342;0.028432;0.175471;0.309892;0.178836;0.149058;0.0746972;0.0820996;0.00151413;0;0;0;0;0;0;0.0864126;0.279992;0.314687;0.196387;0.0878348;0.0257466;0.00854254;0.000397071;0;0;0;0;0;0;0.055443;0.262398;0.346902;0.232173;0.0862567;0.0155393;0.00128369;3.09323e-06;0;0;0;0;0;0;0.10644;0.383867;0.320669;0.142976;0.0405505;0.00543224;6.50178e-05;0;0;0;0;0;0;0;0.0885391;0.126419;0.14218;0.129426;0.107547;0.0909907;0.0755926;0.0618471;0.0509923;0.0416891;0.0322736;0.0256838;0.0188652;0.00795473;
Octopus/122.off;-0.258003;-0.0227278;-0.0866054;-0.129461;-0.255878;0.021928;0.155841;0.242449;0.192663;0.128258;0.123018;0.103572;0.0322714;0;0;0;0;0;0;0.0726979;0.224076;0.297834;0.21908;0.124851;0.0453492;0.014457;0.00165523;0;0;0;0;0;0;0.0448936;0.224068;0.2882;0.252334;0.137338;0.0425213;0.00922533;0.00140112;1.95889e-05;0;0;0;0;0;0.0882839;0.344344;0.329468;0.165708;0.058671;0.0125143;0.00100249;7.58639e-06;0;0;0;0;0;0;0.0862479;0.126053;0.146378;0.126348;0.106459;0.0907105;0.0724601;0.0602633;0.0505989;0.0410746;0.0332548;0.0289469;0.0214653;0.00973868;
Octopus/123.off;0.116896;-0.222323;1.13197;0.0362563;-0.366247;0;0.0185926;0.116154;0.209116;0.14994;0.15034;0.165134;0.121351;0.0539784;0.0153938;0;0;0;0;0.0359505;0.101092;0.201555;0.243136;0.191096;0.139686;0.0687083;0.0187179;5.90123e-05;0;0;0;0;0;0.0136899;0.0827272;0.164208;0.250457;0.242878;0.150219;0.0699662;0.0205307;0.0046561;0.000667071;1.03102e-06;0;0;0;0.0221844;0.120483;0.212719;0.243529;0.202105;0.121867;0.0541508;0.0176006;0.00441477;0.000873418;7.36879e-05;0;0;0;0.0542223;0.114352;0.144657;0.151131;0.138021;0.110616;0.0847977;0.0641511;0.0504245;0.0361616;0.0245289;0.0151469;0.00877868;0.00301184;
Octopus/124.off;-0.465352;-0.0100707;-0.121407;-0.259022;-0.298118;0.0515963;0.261529;0.233473;0.13931;0.129958;0.0738471;0.0722348;0.0380522;0;0;0;0;0;0;0.127752;0.26029;0.276704;0.211906;0.0849189;0.0275384;0.00972197;0.00116836;0;0;0;0;0;0;0.099993;0.288915;0.289673;0.198942;0.0924304;0.0256357;0.00393499;0.000470342;5.15726e-06;0;0;0;0;0;0.142931;0.36728;0.277868;0.143677;0.0544727;0.0127075;0.00105842;5.42222e-06;0;0;0;0;0;0;0.0991241;0.137383;0.14281;0.126938;0.106867;0.0865621;0.0711195;0.0585502;0.0480619;0.0376861;0.0326111;0.0251746;0.0188389;0.00827427;
Octopus/125.off;-0.188263;-0.23714;0.56902;-0.0802942;-0.347494;0.0215934;0.0893522;0.116158;0.130305;0.122859;0.260611;0.178704;0.0461653;0.014892;0.018615;0.000744602;0;0;0;0.0736639;0.112706;0.185045;0.260968;0.203837;0.100509;0.0525942;0.010677;0;0;0;0;0;0;0.0367866;0.14143;0.192526;0.22708;0.205204;0.125681;0.050873;0.0159208;0.0044969;1.03235e-06;0;0;0;0;0.0571439;0.208733;0.250991;0.212099;0.149291;0.0795171;0.030129;0.00870031;0.00296067;0.000434145;0;0;0;0;0.0883846;0.116296;0.126162;0.136734;0.129038;0.102492;0.0812141;0.0625247;0.050634;0.0395471;0.0289984;0.0211336;0.012774;0.00406721;
Octopus/126.off;-0.314598;0.289793;0.174035;-0.044603;-0.268341;0.0319368;0.180237;0.162213;0.119051;0.147352;0.144348;0.146561;0.0648221;0.00347826;0;0;0;0;0;0.0649012;0.187143;0.253076;0.241473;0.143307;0.0758921;0.0307123;0.0034966;0;0;0;0;0;0;0.0370526;0.176049;0.280457;0.252439;0.157277;0.0687598;0.0235;0.00416598;0.000298969;0;0;0;0;0;0.0601647;0.253806;0.310425;0.225662;0.108605;0.0338158;0.00667365;0.00082459;2.27548e-05;0;0;0;0;0;0.0836714;0.14299;0.151495;0.1312;0.108532;0.0871986;0.068641;0.0575873;0.048408;0.041796;0.0342726;0.0241684;0.0147654;0.00527477;
Octopus/127.off;-0.0240138;-0.0844164;0.419623;-0.0051712;-0.32223;0;0.0529788;0.166933;0.206917;0.157737;0.155738;0.146142;0.0933627;0.0201919;0;0;0;0;0;0.0503142;0.133995;0.234738;0.237771;0.188821;0.101498;0.0420035;0.0107802;7.9016e-05;0;0;0;0;0;0.0184908;0.121321;0.222093;0.260818;0.202389;0.115455;0.0470145;0.010659;0.00169983;5.9824e-05;0;0;0;0;0.0360518;0.181439;0.28045;0.256435;0.156559;0.0660073;0.0188047;0.00400527;0.000244977;2.16794e-06;0;0;0;0;0.0768729;0.127238;0.147736;0.14017;0.117446;0.0964781;0.0766428;0.0600794;0.0485217;0.038929;0.0304337;0.0217848;0.013074;0.00459317;
Octopus/128.off;-0.311244;0.0297385;-0.156714;-0.10629;-0.202207;0.0329332;0.174724;0.272875;0.141629;0.160934;0.119727;0.0644062;0.0248215;0.00794938;0;0;0;0;0;0.0821749;0.263038;0.299498;0.205622;0.0971154;0.0388126;0.011656;0.00208335;0;0;0;0;0;0;0.047452;0.229046;0.319088;0.251931;0.114548;0.0314769;0.00592415;0.000534153;1.03118e-06;0;0;0;0;0;0.0800216;0.323847;0.356215;0.188681;0.0468875;0.00431679;3.14303e-05;0;0;0;0;0;0;0;0.0826409;0.137094;0.147698;0.129475;0.105895;0.0870831;0.0718466;0.0605128;0.0511015;0.043196;0.0345768;0.0264702;0.0166866;0.0057231;
Octopus/129.off;-0.305305;-0.24909;-0.118077;-0.0953429;-0.257745;0;0.139486;0.396159;0.118001;0.103516;0.108887;0.10319;0.0307617;0;0;0;0;0;0;0.0796433;0.265713;0.300171;0.203408;0.103832;0.0346773;0.0108767;0.00167826;0;0;0;0;0;0;0.0398349;0.22011;0.347603;0.24718;0.101902;0.0342629;0.00788058;0.00120843;1.85595e-05;0;0;0;0;0;0.0702114;0.305162;0.363637;0.195247;0.055996;0.00911608;0.00062589;4.33893e-06;0;0;0;0;0;0;0.077299;0.14424;0.154751;0.134549;0.110198;0.0896888;0.072149;0.0596324;0.0477498;0.0395408;0.0315019;0.0217546;0.0128672;0.00407873;
Octopus/130.off;-0.229903;-0.229892;0.266778;0.326984;-0.291651;0;0.106751;0.330451;0.165483;0.108816;0.103008;0.0911321;0.0759003;0.0184588;0;0;0;0;0;0.0632697;0.206385;0.284592;0.223893;0.136987;0.0598483;0.0196124;0.00472958;0.000683083;0;0;0;0;0;0.0322362;0.179109;0.293961;0.265487;0.149076;0.0580345;0.0175092;0.00384133;0.000720829;2.47495e-05;0;0;0;0;0.0545647;0.248957;0.329064;0.228109;0.100326;0.0311365;0.00699445;0.000820009;2.92473e-05;0;0;0;0;0;0.0770484;0.133075;0.146691;0.133865;0.11355;0.093202;0.075173;0.061169;0.048064;0.0390799;0.0330805;0.0253244;0.0153608;0.00531788;
Plier/201.off;-0.360335;-0.123923;-0.502127;-0.305955;1.04655;0.0459104;0.178739;0.156675;0.176733;0.160686;0.159795;0.104078;0.0173836;0;0;0;0;0;0;0.138669;0.210173;0.217197;0.250024;0.106453;0.0571776;0.0193189;0.000987199;0;0;0;0;0;0;0.0786165;0.346693;0.298348;0.145942;0.0810088;0.0402507;0.00904853;9.28054e-05;0;0;0;0;0;0;0.137052;0.43986;0.328565;0.0930373;0.00148604;0;0;0;0;0;0;0;0;0;0.173173;0.152656;0.111697;0.0922727;0.0784673;0.0701244;0.0588105;0.0481731;0.0420124;0.038305;0.0394559;0.0428167;0.03659;0.0154462;
Plier/202.off;-0.359204;-0.11856;-0.497039;-0.269524;0.989863;0.0440882;0.175685;0.158762;0.171231;0.161434;0.156758;0.114896;0.0171454;0;0;0;0;0;0;0.134891;0.206244;0.206173;0.247855;0.124423;0.0586851;0.0202819;0.00144635;0;0;0;0;0;0;0.0724466;0.327203;0.29429;0.154137;0.0906778;0.046333;0.014189;0.000722857;0;0;0;0;0;0;0.145569;0.449229;0.31802;0.0851983;0.00198274;0;0;0;0;0;0;0;0;0;0.17052;0.148289;0.111372;0.0956906;0.0811708;0.0708737;0.0591391;0.0499958;0.0418661;0.0383395;0.0391356;0.0415289;0.0367309;0.0153478;
Plier/203.off;-0.351286;-0.113507;-0.487215;-0.21086;0.887277;0.0394265;0.168715;0.166155;0.176139;0.158986;0.152074;0.1234;0.015105;0;0;0;0;0;0;0.135141;0.196902;0.202391;0.236439;0.15619;0.0538584;0.0175624;0.00151738;0;0;0;0;0;0;0.0706186;0.319765;0.28793;0.151335;0.0952462;0.0519594;0.0207569;0.00238861;0;0;0;0;0;0;0.14217;0.452963;0.311755;0.0897782;0.00333335;0;0;0;0;0;0;0;0;0;0.167729;0.145899;0.106165;0.100779;0.0907911;0.0743126;0.0610685;0.0506357;0.041889;0.0380288;0.0374203;0.0383011;0.0330166;0.013964;
Plier/204.off;-0.357662;-0.128934;-0.489557;-0.200132;1.55605;0.056501;0.157023;0.172453;0.145904;0.137282;0.126617;0.108464;0.0934876;0.00226912;0;0;0;0;0;0.138322;0.211184;0.212914;0.179346;0.12095;0.0844985;0.0455244;0.0072615;0;0;0;0;0;0;0.0778377;0.334428;0.29056;0.156288;0.0871619;0.0387791;0.0129862;0.00195788;1.03155e-06;0;0;0;0;0;0.150641;0.466699;0.302864;0.0774102;0.0023859;0;0;0;0;0;0;0;0;0;0.188947;0.158571;0.118651;0.0771643;0.0566592;0.0492038;0.0464943;0.0456385;0.0484759;0.0530011;0.0556086;0.0500648;0.0371666;0.014354;
Plier/205.off;-0.347305;-0.111876;-0.500889;-0.160919;1.09121;0.0468959;0.168379;0.172845;0.164359;0.149174;0.137785;0.123046;0.0375168;0;0;0;0;0;0;0.126532;0.190662;0.239717;0.226291;0.120711;0.06682;0.0261405;0.00312565;0;0;0;0;0;0;0.0731475;0.328796;0.292227;0.15496;0.0948177;0.0463493;0.00965078;5.15588e-05;0;0;0;0;0;0;0.139017;0.455024;0.322768;0.0816076;0.00158279;0;0;0;0;0;0;0;0;0;0.16039;0.159482;0.131408;0.100691;0.0800748;0.0666467;0.0561721;0.0470485;0.0404597;0.0394408;0.0379032;0.037105;0.0309958;0.0121824;
Plier/206.off;-0.341758;-0.105221;-0.478866;-0.121072;0.934541;0.0377555;0.156237;0.163329;0.15582;0.153108;0.143513;0.138715;0.0515227;0;0;0;0;0;0;0.129191;0.198782;0.207508;0.202916;0.180857;0.0586393;0.019221;0.0028856;0;0;0;0;0;0;0.067413;0.310664;0.293864;0.150735;0.0959849;0.0528445;0.022901;0.00552649;6.70315e-05;0;0;0;0;0;0.133852;0.431102;0.321465;0.107587;0.00599434;0;0;0;0;0;0;0;0;0;0.165319;0.147057;0.109259;0.0999663;0.091705;0.0723545;0.0595088;0.0493272;0.0427739;0.0389754;0.0374716;0.0381709;0.0339113;0.0141999;
